,A,B,C,D,E,F
0,0.0,0.0,0.0,-0.3383642438060075,0.12376446541782565,0.0
1,0.0,0.0,0.0,1.2959218030174045,1.7930501890631803,0.0
2,0.0,0.0,0.0,1.7542353329681577,-1.4333256184944358,0.0
3,0.0,0.0,0.0,-1.0394673255941478,-1.632112764398391,0.0
4,0.0,0.0,0.0,0.549935819561761,0.9051765467709343,0.0
5,0.0,0.0,0.0,0.08901532518596456,0.5041572862319815,0.0
6,0.0,0.0,0.0,-1.492420637286491,-2.184734057601015,0.0
7,0.0,0.0,0.0,-0.7118667271977567,1.1281666962242987,0.0
8,0.0,0.0,0.0,1.0792933413324972,1.2963440048623174,0.0
9,0.0,0.0,0.0,-0.6024128475539005,-1.772666668323063,0.0
10,0.0,0.0,0.0,-1.1447766467597678,0.09500202303332443,0.0
11,0.0,0.0,0.0,-0.181616496757518,1.186773904589728,0.0
12,0.0,0.0,0.0,-2.4727807004067985,0.21909987300692307,0.0
13,0.0,0.0,0.0,-0.3976400514829551,0.3004359605952017,0.0
14,0.0,0.0,0.0,-1.7412377643213792,-1.3206295876731957,0.0
15,0.0,0.0,0.0,-0.8100814148875601,0.4984452910400685,0.0
16,0.0,0.0,0.0,-0.37273590383910726,-1.0213446219280158,0.0
17,0.0,0.0,0.0,-0.4039974682309355,2.908007818668407,0.0
18,0.0,0.0,0.0,-0.3031421054561063,-1.0333723303922722,0.0
19,0.0,0.0,0.0,0.2229384250722689,0.22038078932507602,0.0
20,0.0,0.0,0.0,-0.04762721643539891,0.40554106970527776,0.0
21,0.0,0.0,0.0,-1.5360603559176305,-0.9685555573929356,0.0
22,0.0,0.0,0.0,-0.8536290909107923,-1.3474471549285398,0.0
23,0.0,0.0,0.0,0.2147014515231206,1.2277050079129583,0.0
24,0.0,0.0,0.0,0.8957982167709487,-1.1026747317641843,0.0
25,0.0,0.0,0.0,-2.526081003097625,-0.988994965182031,0.0
26,0.0,0.0,0.0,-4.5119648022389125,0.13732511095900474,0.0
27,0.0,0.0,0.0,0.22475517871656248,2.3132227843551867,0.0
28,0.0,0.0,0.0,-0.8548464448597682,1.0605225606285626,0.0
29,0.0,0.0,0.0,-2.2698820812714207,-1.0101204410131368,0.0
30,0.0,0.0,0.0,-2.3155152989257615,0.341632496389662,0.0
31,0.0,0.0,0.0,1.929586567747089,1.042380558603785,0.0
32,0.0,0.0,0.0,-3.21768205326785,-1.3731517789310785,0.0
33,0.0,0.0,0.0,1.3333424499706363,1.1817024566131011,0.0
34,0.0,0.0,0.0,-0.8036363053417139,-3.025811758647588,0.0
35,0.0,0.0,0.0,1.6637375856537922,1.1096465447092052,0.0
36,0.0,0.0,0.0,-1.607957914457005,-2.1298639027662962,0.0
37,0.0,0.0,0.0,1.1918262636729855,0.13081552200571656,0.0
38,0.0,0.0,0.0,-1.3247833718922069,-0.5544648745585975,0.0
39,0.0,0.0,0.0,-2.126435926530261,0.7224011508869671,0.0
40,0.0,0.0,0.0,2.2033224508477462,1.4480582211961666,0.0
41,0.0,0.0,0.0,-0.322355599101231,0.6651942718245134,0.0
42,0.0,0.0,0.0,0.6107359535145841,-1.1797125869839802,0.0
43,0.0,0.0,0.0,-1.3568512860324549,2.7386864187617803,0.0
44,0.0,0.0,0.0,-0.42523958535523043,-1.4092822573482628,0.0
45,0.0,0.0,0.0,0.43411776630705656,0.752747071597098,0.0
46,0.0,0.0,0.0,-1.6266733473711534,-0.7794463724236061,0.0
47,0.0,0.0,0.0,-0.2791978147989493,-0.33255678789541865,0.0
48,0.0,0.0,0.0,-0.25050727609729423,-0.6755198167084087,0.0
49,0.0,0.0,0.0,-2.5563888253653007,-1.028928616941178,0.0
50,0.0,0.0,0.0,-1.2894051752911229,-1.0892596487375352,0.0
51,0.0,0.0,0.0,1.2301000213465203,1.019355495632569,0.0
52,0.0,0.0,0.0,1.9360936991783202,-0.20883135875950556,0.0
53,0.0,0.0,0.0,-0.1214137502308591,-0.2911269200720326,0.0
54,0.0,0.0,0.0,0.7614229241448037,-2.142069514171989,0.0
55,0.0,0.0,0.0,-0.9444487775449342,-0.3801787548488512,0.0
56,0.0,0.0,0.0,-2.1553803877582287,-0.43700831000201096,0.0
57,0.0,0.0,0.0,-1.3243222009519835,-0.699458276205455,0.0
58,0.0,0.0,0.0,0.12084945115485857,1.506127448421361,0.0
59,0.0,0.0,0.0,-4.867544285095724,-1.0003446525016888,0.0
60,0.0,0.0,0.0,0.7671669881226273,0.4435881436735089,0.0
61,0.0,0.0,0.0,1.519177391157064,1.047025905677626,0.0
62,0.0,0.0,0.0,-0.1772226115834039,-0.28618323289074654,0.0
63,0.0,0.0,0.0,-1.2219360330299796,-0.027324161816513783,0.0
64,0.0,0.0,0.0,1.1119020821895078,-0.14989388103841175,0.0
65,0.0,0.0,0.0,0.24319938920526674,0.16742184053591994,0.0
66,0.0,0.0,0.0,0.6548746767768144,-2.659647958711967,0.0
67,0.0,0.0,0.0,-1.8727503400882097,-1.919601875768416,0.0
68,0.0,0.0,0.0,-0.23630409533160612,1.1775640886222116,0.0
69,0.0,0.0,0.0,-1.6230090950489484,0.8629078044274194,0.0
70,0.0,0.0,0.0,-0.9047236708166757,1.127911468898594,0.0
71,0.0,0.0,0.0,1.9860695217259758,1.1685950083974759,0.0
72,0.0,0.0,0.0,0.9750214028007168,0.33953288298562606,0.0
73,0.0,0.0,0.0,-1.0458910816255764,0.15892257704495308,0.0
74,0.0,0.0,0.0,0.7283480860740859,0.9601393067514441,0.0
75,0.0,0.0,0.0,1.4567471854043323,0.32021900846137524,0.0
76,0.0,0.0,0.0,1.2989308771776447,1.6722029368477616,0.0
77,0.0,0.0,0.0,1.0224878304145817,1.9956041358531433,0.0
78,0.0,0.0,0.0,-1.4401915520340505,-1.400706689493025,0.0
79,0.0,0.0,0.0,-0.8912048883044741,0.12169774212843565,0.0
80,0.0,0.0,0.0,0.0344015200797258,0.2936089848997988,0.0
81,0.0,0.0,0.0,0.3701384152366657,-0.2594383464062952,0.0
82,0.0,0.0,0.0,1.1406670334093416,-2.526183496567807,0.0
83,0.0,0.0,0.0,1.2152393633117953,1.340016249756532,0.0
84,0.0,0.0,0.0,0.5251554357637099,3.281007238847903,0.0
85,0.0,0.0,0.0,-0.4538395255058738,1.424894622604244,0.0
86,0.0,0.0,0.0,-2.118471199873558,1.767033505285643,0.0
87,0.0,0.0,0.0,-2.871163030079157,-0.035387988401564624,0.0
88,0.0,0.0,0.0,1.2210837274047766,1.3660944060006133,0.0
89,0.0,0.0,0.0,-0.5109536532670997,0.2735032198320547,0.0
90,0.0,0.0,0.0,-0.9791720420640986,0.087003383676147,0.0
91,0.0,0.0,0.0,2.4027536113658385,0.5612767804792212,0.0
92,0.0,0.0,0.0,-0.34816435780774435,-1.5933789576835125,0.0
93,0.0,0.0,0.0,0.22636902199218223,-0.21058251383948676,0.0
94,0.0,0.0,0.0,0.45786247523209844,2.2443333891362864,0.0
95,0.0,0.0,0.0,1.5052975042960688,-0.2592939901063189,0.0
96,0.0,0.0,0.0,-0.9960876504048469,1.117219063743908,0.0
97,0.0,0.0,0.0,-3.302422314314025,-0.8783966218031761,0.0
98,0.0,0.0,0.0,-1.1876318077569152,0.48906194219524457,0.0
99,0.0,0.0,0.0,-0.7794197655289516,0.9816432554269758,0.0
100,0.0,0.0,0.0,0.3451379164764385,1.0885335234898585,0.0
101,0.0,0.0,0.0,-2.8674316198863803,-1.040169928220617,0.0
102,0.0,0.0,0.0,0.4422625190298136,1.8931503905028015,0.0
103,0.0,0.0,0.0,0.7171737276739267,0.7906738197011232,0.0
104,0.0,0.0,0.0,-1.311133970528434,-0.7970526698854768,0.0
105,0.0,0.0,0.0,1.642556716775957,3.2395696049301166,0.0
106,0.0,0.0,0.0,1.4610688681370192,-1.0469562819098261,0.0
107,0.0,0.0,0.0,-0.47590693530778255,-0.5625294124613812,0.0
108,0.0,0.0,0.0,-1.385400942391879,-1.472318498803477,0.0
109,0.0,0.0,0.0,-1.4617362615443574,-2.5637947594428088,0.0
110,0.0,0.0,0.0,-0.8759244543420712,-0.3949292930257643,0.0
111,0.0,0.0,0.0,-1.5328414558493813,-1.194292446987927,0.0
112,0.0,0.0,0.0,-1.6380176401031599,-1.1712816238501669,0.0
113,0.0,0.0,0.0,-2.6201859102114033,-0.835021820418657,0.0
114,0.0,0.0,0.0,-2.8769012454891265,-0.906936660823677,0.0
115,0.0,0.0,0.0,-1.9213251748658706,-0.08879800437429669,0.0
116,0.0,0.0,0.0,-0.6414833909651744,0.1430589889082873,0.0
117,0.0,0.0,0.0,0.5061914018627244,0.8887293489749855,0.0
118,0.0,0.0,0.0,0.43614136468933445,0.45369353611028373,0.0
119,0.0,0.0,0.0,0.0682912943046281,1.539534715982217,0.0
120,0.0,0.0,0.0,-0.34055574026273194,0.3479531798476785,0.0
121,0.0,0.0,0.0,0.2544767741353903,0.13813635001131314,0.0
122,0.0,0.0,0.0,0.11991826875018835,-1.198623339793657,0.0
123,0.0,0.0,0.0,-2.551178977409073,-0.8331411358959074,0.0
124,0.0,0.0,0.0,1.4097554178437486,-0.29462121429436167,0.0
125,0.0,0.0,0.0,-0.8768777750808981,-0.5743390720055678,0.0
126,0.0,0.0,0.0,0.5923046619982539,-3.1704893213865915,0.0
127,0.0,0.0,0.0,-0.7299919221540275,-1.4764886539187243,0.0
128,0.0,0.0,0.0,-0.7884689063828526,0.5058701179172757,0.0
129,0.0,0.0,0.0,-0.06689415844471558,-0.6356939407062071,0.0
130,0.0,0.0,0.0,-1.7098254654105451,-0.5924902529794571,0.0
131,0.0,0.0,0.0,-2.0685379449126415,0.17383181077557838,0.0
132,0.0,0.0,0.0,0.6154529421448784,-0.16041591436839864,0.0
133,0.0,0.0,0.0,0.0005439479503182021,-2.6477965788286437,0.0
134,0.0,0.0,0.0,-1.6179884106922484,-0.4173556364276679,0.0
135,0.0,0.0,0.0,-1.0580600947504795,-1.5341364948405667,0.0
136,0.0,0.0,0.0,0.9062326496151314,-0.3094973815312879,0.0
137,0.0,0.0,0.0,-1.8522158815798706,-1.976896948522289,0.0
138,0.0,0.0,0.0,-0.25596195569578906,1.151376054733544,0.0
139,0.0,0.0,0.0,-1.0808762771368514,-0.953148560322695,0.0
140,0.0,0.0,0.0,-0.35390012570455764,1.4364570500562213,0.0
141,0.0,0.0,0.0,-1.3528497591994872,-0.19334277476131145,0.0
142,0.0,0.0,0.0,-1.7706857521244017,-1.6244550316953774,0.0
143,0.0,0.0,0.0,0.3936463147267365,-0.2048579687026735,0.0
144,0.0,0.0,0.0,-1.0424701168295614,0.33246979203048777,0.0
145,0.0,0.0,0.0,-1.1196703554238467,-1.26811027780737,0.0
146,0.0,0.0,0.0,2.6038383003547745,0.7960453549397656,0.0
147,0.0,0.0,0.0,-0.5371819694749358,0.8130913554568283,0.0
148,0.0,0.0,0.0,2.175302692323228,0.6637635915288491,0.0
149,0.0,0.0,0.0,0.8277750366705043,-1.657691086047562,0.0
150,0.0,0.0,0.0,3.487344751988621,1.402002396716777,0.0
151,0.0,0.0,0.0,-0.5656592114222251,-0.520849319661414,0.0
152,0.0,0.0,0.0,-0.2341549966015628,0.22958386528985228,0.0
153,0.0,0.0,0.0,-1.28202021869923,-0.690003097675441,0.0
154,0.0,0.0,0.0,0.0346754413502125,1.6519863006314521,0.0
155,0.0,0.0,0.0,0.4128608282441174,0.2876155302960294,0.0
156,0.0,0.0,0.0,-1.1155876915098428,2.289281836787579,0.0
157,0.0,0.0,0.0,2.626063814830704,0.6982155828838041,0.0
158,0.0,0.0,0.0,0.5537935145321456,-1.5114447842503134,0.0
159,0.0,0.0,0.0,1.1918822448118533,0.21917962182669776,0.0
160,0.0,0.0,0.0,0.8506426929983687,0.38674142710019555,0.0
161,0.0,0.0,0.0,-0.7828373463699523,-1.6352624423116597,0.0
162,0.0,0.0,0.0,-0.8853178195163313,0.17062819232256038,0.0
163,0.0,0.0,0.0,-1.3140352561439967,-1.6860282950164984,0.0
164,0.0,0.0,0.0,0.7500716209528782,-0.053956577569901146,0.0
165,0.0,0.0,0.0,-2.9360798489711835,-1.892247225288515,0.0
166,0.0,0.0,0.0,-0.8232464472131846,0.04967094712335194,0.0
167,0.0,0.0,0.0,2.287794605508437,1.4658305753298504,0.0
168,0.0,0.0,0.0,-2.3125395052184103,-0.6219098564896167,0.0
169,0.0,0.0,0.0,-2.7099202866539263,-1.0180017016739265,0.0
170,0.0,0.0,0.0,-0.8798867879707848,-1.1371712099444868,0.0
171,0.0,0.0,0.0,0.8537793337380262,1.4396192924203506,0.0
172,0.0,0.0,0.0,-0.25630321857255967,-0.2375727820307461,0.0
173,0.0,0.0,0.0,-1.8291682126563602,-0.23068636435731338,0.0
174,0.0,0.0,0.0,-1.1602987666636406,-0.5187177546598511,0.0
175,0.0,0.0,0.0,-2.5846250602855196,-2.9469241673573636,0.0
176,0.0,0.0,0.0,-3.056154612333769,-2.1524083658952566,0.0
177,0.0,0.0,0.0,1.6475593316007973,0.6287092906990659,0.0
178,0.0,0.0,0.0,0.5046894792016213,-0.9516319127531567,0.0
179,0.0,0.0,0.0,-2.4562159234207095,-0.0744208438950627,0.0
180,0.0,0.0,0.0,-0.9016460279620337,0.4271312614824691,0.0
181,0.0,0.0,0.0,2.975552643221662,1.5780162237476443,0.0
182,0.0,0.0,0.0,0.2116778670511292,-0.849278570561612,0.0
183,0.0,0.0,0.0,-1.69605458195031,-0.9289838446373657,0.0
184,0.0,0.0,0.0,-2.966682667784042,-0.9413078606602574,0.0
185,0.0,0.0,0.0,0.3137351137604641,0.40303830511508293,0.0
186,0.0,0.0,0.0,-1.6839257517772652,-0.6425767208522999,0.0
187,0.0,0.0,0.0,0.8044818088386724,0.30012425936989956,0.0
188,0.0,0.0,0.0,0.14465746451405326,-0.6958735562804091,0.0
189,0.0,0.0,0.0,-3.1056458282027712,-2.200879195944962,0.0
190,0.0,0.0,0.0,0.12889521813341487,-0.8574059130321317,0.0
191,0.0,0.0,0.0,0.1262609403032685,-0.37277908349821925,0.0
192,0.0,0.0,0.0,-3.6753144566758387,-1.9851820237439515,0.0
193,0.0,0.0,0.0,-0.5458436907612745,0.37973844231487414,0.0
194,0.0,0.0,0.0,0.253484668128117,-0.7563886003335349,0.0
